s,t,s1,s2,s3,s4,t1,t2,t3,t4
15843,2404,75,0,0,0,1,0,0,0
421,4968,23,0,1,1,3,0,0,0
10023,17151,19,6,10,2,1,0,0,0
9375,13763,3,1,1,0,1,0,0,0
7509,6592,43,0,6,7,1,0,0,0
12600,1146,3,0,1,0,62,0,10,2
12872,1649,3,0,1,2,16,0,6,19
6007,5945,19,0,1,0,1,0,0,0
5963,13678,31,0,0,0,91,0,5,1
527,7611,54,1,1,4,1,6,0,0
11651,1033,1,1,0,0,3,0,0,0
3452,9878,138,4,7,4,1,0,0,0
11493,9894,3,0,3,0,1,0,0,0
3452,9877,138,4,7,4,66,0,2,0
6691,15072,129,4,75,14,107,0,5,2
16818,65,12,0,5,0,39,0,6,2
16943,11803,70,0,9,13,1,0,0,0
13567,16671,2,14,1,12,1,0,0,1
3590,14336,2,0,0,0,57,0,2,1
15478,6328,2,0,0,0,1,0,0,0
9743,69,1,0,0,0,1,0,0,0
14198,15152,1,0,0,0,10,0,0,0
4867,9030,4,0,0,0,72,0,1,1
2058,10922,1,0,4,0,1,1,1,0
3452,9865,138,4,7,4,12,0,2,0
2140,15082,11,1,0,0,7,1,3,1
2476,2299,7,1,1,0,1,0,0,0
9541,12752,23,0,4,0,2,0,0,0
12156,15642,4,1,0,0,7,0,0,0
8686,14048,4,1,4,0,2,0,0,0
11651,1019,1,1,0,0,1,0,0,0
10411,918,3,0,0,0,3,0,0,0
9282,2193,1,0,0,0,11,0,1,0
11689,7999,4,21,1,0,16,0,5,1
11045,16380,60,0,10,0,103,0,3,0
851,5483,2,1,0,0,89,1,6,3
15793,12782,1,0,0,0,1,0,0,0
16075,10062,7,0,1,0,14,0,1,0
2489,12015,1,0,0,0,1,0,0,0
1064,3452,2,3,1,0,138,4,7,4
1550,12918,6,0,1,0,45,1,4,1
10442,13464,9,0,0,0,2,0,0,0
1668,14485,1,0,0,0,1,0,0,0
6107,14916,13,0,3,1,38,0,9,7
2260,10712,1,0,0,0,2,0,1,0
11133,343,3,0,0,1,21,0,0,0
14121,13592,20,0,0,1,3,0,0,0
2156,467,3,0,0,0,7,0,0,0
5356,16389,2,1,0,0,3,0,0,0
8102,15565,1,0,0,0,1,0,0,0
13683,13244,1,0,0,4,1,1,0,17
13395,12531,6,0,0,0,6,0,0,0
11779,9541,46,1,18,1,23,0,4,0
6807,16810,59,0,2,0,8,0,0,0
10705,8543,3,0,0,0,37,0,1,1
3452,9844,138,4,7,4,154,1,5,7
12966,482,1,0,0,0,1,0,0,0
2262,2350,1,1,0,0,1,5,0,0
16608,8321,1,0,0,0,2,0,0,0
2139,6549,1,0,0,2,1,0,0,1
17301,3171,26,1,2,0,69,0,1,0
9877,8278,66,0,2,0,38,0,0,0
12896,14780,1,0,0,0,1,4,2,0
7059,16453,3,0,1,0,1,0,0,0
11045,16354,60,0,10,0,2,0,0,0
15304,16976,1,0,0,0,1,0,0,0
3107,6696,22,0,3,10,1,0,0,0
10664,15766,8,1,2,1,1,0,0,7
1045,13931,1,0,0,0,41,8,19,1
2876,16520,7,1,2,0,3,0,0,0
10533,11729,2,0,2,1,1,0,0,0
2667,7877,17,6,5,0,1,0,1,0
16338,2925,4,0,0,0,5,1,6,0
12894,16289,9,0,0,0,30,0,3,0
5445,14206,10,0,4,0,5,0,2,0
15304,16972,1,0,0,0,1,0,0,0
11240,14874,8,14,3,6,1,1,0,0
1948,1971,1,0,0,1,83,12,19,38
15080,10043,7,1,1,2,1,0,0,2
10816,15230,1,0,0,0,7,0,1,0
4866,2829,9,0,2,0,26,0,2,0
4905,6991,10,1,0,0,10,0,0,0
11779,9513,46,1,18,1,41,0,0,0
13671,16824,15,0,4,0,17,1,0,0
7366,4153,1,0,0,0,1,0,0,0
1921,999,3,0,0,0,2,0,0,0
4178,4951,1,0,0,0,2,0,1,0
15642,13017,7,0,0,0,6,0,0,0
7449,15256,5,0,0,0,2,0,0,0
6351,11863,11,0,30,21,2,0,1,0
15121,10782,2,0,3,6,53,0,11,83
9051,13460,24,0,0,1,1,0,0,0
8820,12057,1,1,0,7,48,0,8,36
10541,1197,4,0,0,2,3,0,1,2
13822,15209,2,0,0,0,2,0,0,0
15492,11210,1,4,4,23,16,0,4,6
1227,16177,22,2,5,0,17,50,11,2
13063,6686,17,0,2,0,1,0,0,0
8299,10318,34,1,0,1,1,0,0,0
2829,15410,26,0,2,0,1,0,0,0
5712,9778,1,0,3,0,1,0,6,0
10324,2388,6,0,0,0,4,0,0,0
6603,5067,1,0,0,0,33,2,2,2
8201,31,1,0,0,1,1,0,0,1
3454,13616,1,0,0,0,1,0,1,0
70,12422,5,0,0,0,1,0,0,0
2902,3954,2,1,5,7,1,0,1,1
2571,859,1,0,0,0,2,0,0,0
9844,3889,154,1,5,7,119,3,16,9
12308,3365,1,0,0,0,1,0,0,0
8029,8798,75,0,0,1,4,0,0,0
8180,9929,1,0,0,0,4,0,0,0
14158,945,12,0,0,0,23,0,1,0
6394,12792,18,1,6,1,90,2,0,1
470,8467,1,0,0,0,55,0,0,1
15411,5251,1,9,0,0,8,2,18,0
10697,17476,30,0,0,0,2,1,0,0
11943,3922,2,0,0,0,46,1,3,1
13225,349,3,0,2,4,1,0,0,0
4882,17088,9,0,0,0,1,0,0,0
10003,13032,4,0,0,0,8,0,0,0
5974,8371,1,0,0,0,1,0,0,0
1483,2726,1,0,0,0,1,0,0,0
3517,9272,5,0,0,0,7,0,0,0
9876,12987,8,0,0,0,1,0,0,0
15657,5076,1,0,0,0,25,0,0,3
10522,1735,1,0,0,0,1,0,0,0
12450,14904,1,0,0,0,1,0,0,0
2519,10271,1,0,0,0,17,0,1,0
5923,8265,1,0,0,0,1,3,0,0
11566,10465,1,0,0,0,1,1,0,0
705,8746,4,0,0,0,2,0,0,0
3034,8415,2,0,1,4,1,0,2,4
4060,8580,46,2,12,6,3,0,0,1
11242,12757,2,0,0,0,3,0,0,0
8152,4470,1,0,0,0,2,0,0,0
6223,6527,1,0,0,0,2,0,1,0
8029,8789,75,0,0,1,11,0,0,0
2434,7982,5,0,0,0,11,0,0,1
15030,8278,8,0,1,0,38,0,0,0
7880,598,4,0,0,0,6,0,0,0
13101,1971,4,1,1,0,83,12,19,38
3896,17029,6,8,0,5,1,0,0,1
2747,10524,7,0,4,3,1,0,1,0
15755,13646,1,0,0,0,2,0,0,0
11634,6281,1,0,0,0,44,28,10,7
8430,8257,1,0,0,0,2,0,0,0
11084,460,6,1,5,1,1,0,0,0
629,2572,5,4,6,3,1,0,0,0
10021,7509,25,0,6,1,43,0,6,7
5938,2931,1,0,0,0,143,22,55,199
1713,3120,1,0,0,0,1,0,0,0
1597,11885,2,4,9,15,2,0,1,1
6739,17432,10,5,11,44,1,0,0,0
4259,14916,5,0,0,1,38,0,9,7
11262,16884,24,0,4,7,4,0,0,2
815,11281,1,0,0,0,5,0,0,0
12122,16360,2,3,2,0,21,0,2,0
14534,5320,1,0,0,0,1,0,0,0
3980,13123,22,0,0,0,8,0,2,0
12635,4675,4,0,0,0,1,0,0,0
9178,17117,12,0,0,0,56,0,0,0
9136,5402,11,0,0,1,1,0,0,0
5784,14422,4,0,0,0,3,0,0,0
10127,15881,10,0,7,0,31,0,7,0
12710,1499,40,0,0,2,3,0,0,0
2300,345,1,0,0,0,1,0,0,0
1226,5243,139,0,0,0,1,0,47,0
9844,3838,154,1,5,7,12,0,0,1
9078,17214,13,0,0,0,21,0,0,0
7461,1431,2,0,1,0,20,0,9,4
7127,15429,1,0,0,0,2,0,0,0
14153,8357,41,12,0,0,14,37,0,0
11308,3418,3,0,0,0,8,5,0,17
15223,17243,21,0,0,1,118,0,1,3
2273,10946,2,0,0,0,7,5,0,0
11581,8992,1,0,0,0,4,0,0,0
2781,13474,1,0,0,0,1,0,0,0
6394,12745,18,1,6,1,3,0,0,1
579,5723,21,0,0,0,47,0,0,6
17049,1533,6,0,1,0,2,2,0,0
2570,13456,1,0,0,0,14,2,11,57
4819,10893,2,0,0,0,5,0,0,0
5580,2649,3,0,0,0,1,0,0,0
13101,1988,4,1,1,0,9,0,3,1
6982,4426,3,0,2,1,12,8,11,14
6256,4363,16,0,13,0,5,0,1,0
11581,8966,1,0,0,0,2,0,0,0
14354,1967,1,0,0,0,7,0,17,1
14916,9981,38,0,9,7,1,0,0,0
10888,13101,3,5,3,10,4,1,1,0
3922,1778,46,1,3,1,7,0,3,3
15952,16691,32,3,3,2,3,5,0,0
2793,6621,1,0,0,0,7,0,0,0
6924,172,5,1,0,0,1,1,0,0
2622,3128,13,0,0,1,10,0,1,0
4055,4947,2,0,2,0,1,3,1,0
10182,7644,1,0,0,0,5,0,0,0
7509,6548,43,0,6,7,2,0,0,0
12943,700,17,0,0,0,3,1,3,0
1226,5265,139,0,0,0,1,0,0,0
8370,1309,1,0,0,0,1,0,0,0
11182,7578,9,0,0,0,8,0,0,0
15784,2302,9,0,4,2,3,0,1,0
1226,5263,139,0,0,0,4,0,0,0
3670,6568,31,2,38,19,1,0,0,0
2861,5202,33,2,1,0,31,0,3,0
15223,17265,21,0,0,1,1,0,0,0
12523,15678,1,0,0,3,1,0,0,0
12550,6996,1,0,0,0,1,0,0,0
3271,7701,62,0,2,1,2,0,0,0
16159,13615,68,0,0,0,3,0,0,0
16804,2073,3,0,0,0,19,0,1,3
7172,2305,109,5,6,2,1,0,0,0
14152,1578,3,0,1,0,1,0,0,0
10793,3452,56,10,21,3,138,4,7,4
10722,5944,68,0,3,0,3,0,0,0
10924,3778,9,0,0,6,2,0,0,0
8690,14309,4,0,0,0,58,0,3,4
16664,12259,3,0,1,0,1,0,0,0
2739,7939,3,1,0,0,79,8,9,1
11814,1281,7,0,5,3,1,0,1,0
8548,15466,11,0,0,0,6,0,0,0
6132,13275,3,0,1,0,1,0,0,0
5040,8153,2,0,0,0,1,0,0,0
722,3420,1,0,0,0,33,0,0,0
8138,12084,8,1,16,0,4,0,1,0
8044,262,10,0,0,2,4,0,6,6
12184,3798,1,0,0,0,13,4,4,0
9518,9245,23,1,2,0,3,0,0,0
15047,7691,5,0,3,0,7,0,0,0
182,14477,1,1,0,0,1,0,0,0
13620,8110,3,0,4,2,1,0,0,0
8803,260,5,0,0,0,1,0,0,0
202,9844,65,0,9,9,154,1,5,7
17197,5909,2,1,2,0,1,0,0,0
6746,5813,2,1,1,0,38,5,1,0
12527,7678,2,0,0,0,35,0,5,0
4361,7060,1,0,0,0,1,0,0,0
14932,15255,13,0,0,0,35,0,2,0
11199,6392,1,0,0,0,1,0,0,0
16340,14542,1,0,0,0,5,0,0,2
9826,8089,5,0,6,7,16,2,19,59
2333,4082,1,0,2,1,2,0,1,0
3125,8548,16,0,0,0,11,0,0,0
13182,14602,2,3,5,0,1,0,2,0
12209,12155,5,2,2,1,38,0,2,0
14578,1,2,0,0,0,3,0,0,0
15241,14287,1,11,4,0,1,0,0,0
11177,3014,9,3,74,15,1,0,22,1
2421,14971,4,2,0,0,35,0,3,1
9989,10543,14,0,1,0,21,0,6,0
15013,14029,2,37,0,0,2,0,0,1
5881,974,113,0,1,0,25,0,9,2
17286,9291,2,0,1,3,3,0,0,0
3420,9928,33,0,0,0,1,0,0,0
15277,11286,1,0,0,0,1,0,0,0
5709,1991,39,1,1,0,25,0,1,3
12089,676,11,26,12,3,1,0,0,0
14912,13723,10,0,1,0,1,0,0,0
4527,11050,8,0,0,0,5,0,0,0
6216,16058,5,1,4,0,1,0,1,0
10795,8569,6,0,0,0,28,1,7,2
2118,11499,1,0,0,0,4,0,2,0
15152,1070,10,0,0,0,2,2,0,0
14017,13679,4,0,1,0,26,1,0,2
9675,1171,41,0,4,0,2,0,0,0
4749,13698,11,0,1,0,4,4,10,7
9986,3538,1,0,0,0,1,0,0,0
14660,13888,2,0,0,1,4,0,0,1
13461,945,10,0,2,0,23,0,1,0
5258,9597,1,0,0,0,1,0,0,0
14112,346,33,0,1,2,1,0,0,0
16484,8787,1,0,0,0,1,0,0,0
12329,8224,12,4,0,0,1,1,0,0
16175,10340,1,0,0,0,1,1,0,0
9699,11510,1,0,0,1,51,2,6,33
10722,5989,68,0,3,0,9,0,1,0
12988,1132,44,0,5,0,3,0,0,0
13872,11069,4,0,1,0,1,0,0,0
3279,1055,28,0,5,6,4,0,1,7
12653,6484,7,0,1,0,19,3,38,37
8960,11855,4,0,2,4,1,0,3,0
6438,4736,46,0,0,1,24,0,0,0
2549,9178,1,0,0,0,12,0,0,0
4425,13370,1,13,76,45,1,1,0,1
11394,15072,1,0,0,0,107,0,5,2
15919,10536,1,0,0,0,17,0,1,1
4346,14097,13,0,1,0,2,0,0,0
14932,15224,13,0,0,0,1,0,0,0
3498,5433,13,1,0,0,6,0,0,0
5416,1480,1,0,0,0,25,0,2,5
3107,6663,22,0,3,10,7,0,0,12
6153,2659,26,6,11,3,1,0,0,0
8532,11228,1,0,0,0,55,0,12,0
6453,5372,10,0,0,3,5,0,1,0
3541,4231,58,1,5,2,23,1,10,3
15106,9965,9,0,0,1,3,0,1,1
9966,5761,2,0,1,7,94,3,38,164
16175,10358,1,0,0,0,1,0,1,0
14299,935,7,2,4,0,3,0,0,0
13332,7573,16,1,3,0,40,7,0,0
10935,7005,20,0,1,0,1,0,0,0
15843,14686,75,0,0,0,6,4,1,11
11296,15938,1,0,0,0,73,1,0,0
15843,14683,75,0,0,0,7,0,0,0
6868,7735,1,0,0,0,1,0,0,0
13333,5483,3,0,0,0,89,1,6,3
12514,9806,1,0,0,0,1,0,0,0
12962,15612,1,0,0,0,1,0,0,0
9674,14820,1,3,0,2,3,1,0,4
2928,1436,53,2,28,10,1,0,0,0
13136,4849,3,0,0,0,1,0,0,0
15083,4769,8,0,2,0,1,0,0,0
9318,5128,27,19,0,0,4,0,0,0
11589,2317,4,0,4,0,5,0,0,0
3452,15768,138,4,7,4,25,0,3,0
11262,16824,24,0,4,7,17,1,0,0
1484,9807,8,0,0,0,9,0,0,0
2286,1978,1,0,0,0,1,0,0,0
2242,13144,7,1,4,1,5,0,2,0
7130,1226,1,0,0,0,139,0,0,0
6398,4066,4,0,0,0,16,0,2,1
5447,12094,1,0,0,0,1,0,0,0
14914,4716,2,3,0,3,10,0,3,1
10199,13513,1,0,0,0,29,0,10,0
10001,7148,2,0,0,0,2,0,0,0
8169,3826,1,0,0,0,2,0,0,0
13910,16503,5,0,0,3,24,3,2,30
3111,3922,13,0,5,0,46,1,3,1
5,6062,27,0,2,0,5,0,0,0
6582,15775,1,4,0,0,1,0,0,0
15461,16038,4,0,0,0,1,0,0,0
3879,2473,2,0,0,0,2,1,1,1
5723,4115,47,0,0,6,4,0,0,0
15209,9432,2,0,0,0,4,0,0,1
11107,17243,2,0,0,0,118,0,1,3
8878,13954,3,0,1,0,92,0,5,7
6281,14208,44,28,10,7,1,0,0,0
17327,7985,1,0,0,0,1,0,0,0
6438,4779,46,0,0,1,5,0,1,1
7408,9577,19,0,0,0,16,1,4,0
8722,12962,7,0,0,0,1,0,0,0
17489,17255,2,0,0,0,1,0,0,0
6580,15306,1,0,0,0,1,0,1,0
10070,11796,62,18,28,5,1,4,0,1
7892,2732,19,0,0,0,9,0,0,0
17112,9646,6,6,1,2,50,4,5,3
13160,12620,25,0,3,0,5,0,0,0
7153,2931,1,0,0,0,143,22,55,199
12379,1652,1,0,0,0,1,0,0,0
15843,2494,75,0,0,0,1,0,1,0
13188,2958,1,0,0,0,1,0,0,0
527,10456,54,1,1,4,45,0,0,0
11088,8195,1,0,0,0,1,0,0,0
1546,12150,1,0,2,0,10,1,17,0
9572,8282,10,0,0,0,1,1,0,0
1747,13712,3,0,1,0,45,5,7,1
1568,9092,1,2,0,0,101,12,16,7
14261,5616,3,0,0,0,3,0,1,0
16163,13996,43,8,20,8,1,0,0,0
4902,146,1,0,0,0,1,1,23,0
15844,11515,1,0,9,1,9,0,6,4
11378,5557,6,9,8,38,10,2,1,0
13079,9825,14,0,0,0,2,0,0,0
5128,9201,4,0,0,0,1,0,0,0
16446,6404,19,1,7,10,1,0,0,0
4908,17161,2,0,0,1,5,0,0,0
10306,9754,10,3,6,3,1,0,0,0
13024,11958,1,0,0,0,62,0,4,0
11006,6953,2,0,0,0,3,0,0,0
4997,15990,1,0,0,0,61,2,5,0
6027,3846,5,1,0,0,1,0,0,0
11848,6624,17,9,1,0,12,1,1,0
16703,14222,12,2,9,15,142,25,60,238
3519,5929,7,0,2,0,147,0,20,13
2056,10548,1,0,0,0,3,0,0,0
2444,11212,1,0,0,0,1,0,0,0
5325,1072,5,0,3,10,121,16,29,34
7823,7367,13,2,1,0,4,0,4,1
7610,12443,1,3,0,4,1,2,1,6
1023,11100,2,0,0,0,1,0,0,0
4208,15160,17,0,0,0,1,0,0,0
5103,10222,1,3,1,8,15,0,0,0
12197,1146,2,0,0,0,62,0,10,2
1546,12135,1,0,2,0,17,7,17,1
7443,8770,7,0,0,0,2,0,0,0
1516,2193,1,0,0,0,11,0,1,0
6711,2840,5,0,0,0,2,0,0,0
15843,2485,75,0,0,0,2,0,0,0
378,3176,1,0,0,0,1,0,0,0
38,6796,9,0,4,1,3,0,0,0
16943,11779,70,0,9,13,46,1,18,1
16292,10805,35,2,5,13,3,29,1,4
1412,13504,4,0,1,0,1,0,0,0
9928,3420,1,0,0,0,33,0,0,0
17162,262,6,0,7,10,4,0,6,6
13079,9877,14,0,0,0,66,0,2,0
5905,4671,1,1,3,2,18,0,0,0
14659,1991,1,0,0,0,25,0,1,3
16016,5637,1,0,0,0,1,0,0,0
15021,12990,21,0,0,0,4,0,0,0
10705,8616,3,0,0,0,3,0,0,0
10200,4562,7,5,1,7,2,1,1,4
4533,825,201,2,12,4,5,0,0,0
2664,4259,9,1,0,0,5,0,0,1
2937,6981,5,0,0,0,1,0,0,0
1875,3384,3,0,0,0,4,0,0,0
15343,12890,26,1,3,4,5,0,0,0
5472,7424,4,1,6,3,1,18,9,11
10247,17200,1,0,0,0,65,2,16,1
6431,16064,14,0,1,0,1,0,0,0
9965,7367,3,0,1,1,4,0,4,1
8278,11810,38,0,0,0,9,0,0,0
16411,5679,4,0,0,1,3,0,0,0
3420,9995,33,0,0,0,3,0,0,0
920,2499,4,0,1,0,1,0,0,0
6980,8198,2,0,0,0,60,0,0,0
11872,17033,1,0,0,0,1,0,0,1
5837,5919,2,0,0,0,5,0,0,0
295,12456,1,0,0,0,1,0,0,0
601,8732,5,4,2,6,3,0,0,0
1528,4240,17,4,20,34,3,6,11,6
2586,2060,3,3,12,48,3,5,29,46
7163,16625,3,0,0,0,2,0,0,0
14762,11997,2,0,2,0,2,0,0,0
1729,4130,1,0,0,0,1,0,0,0
6766,16254,8,1,2,1,39,3,1,20
13185,8222,1,0,0,0,1,0,0,0
6105,16274,1,0,0,0,8,0,1,0
3321,11898,5,0,0,0,6,0,0,0
12398,10464,2,0,0,2,2,0,0,0
5724,2521,63,0,1,0,15,0,1,0
10176,5165,1,0,0,0,13,0,2,17
11462,14448,21,0,2,0,3,0,4,0
12516,11772,23,12,4,0,1,0,0,0
1456,4066,7,0,0,0,16,0,2,1
3863,1544,2,0,0,0,2,3,0,0
16163,9859,43,8,20,8,41,3,10,1
9025,11234,1,0,0,0,12,0,0,0
4904,8533,3,32,22,14,3,0,0,0
15660,4401,1,0,0,0,11,0,0,0
3169,16313,1,0,0,0,1,0,0,0
5923,16728,1,0,0,0,1,0,0,0
6384,8237,1,0,0,0,1,0,0,0
11922,10594,5,0,0,0,1,0,0,0
1031,7710,1,1,3,1,7,0,3,0
10205,11191,9,0,0,0,3,0,0,0
9008,1506,1,0,3,0,1,1,1,2
6227,7982,28,7,22,1,11,0,0,1
16292,10831,35,2,5,13,4,0,1,0
6258,9420,3,0,0,0,7,0,0,0
2321,14667,10,0,48,3,1,0,0,0
9644,8028,2,0,1,0,1,0,0,0
749,10431,1,0,0,2,1,0,0,0
3110,11729,1,0,0,0,1,0,0,0
4516,11651,1,0,0,0,1,1,0,0
11510,8488,51,2,6,33,2,30,0,6
6128,9167,3,0,0,1,1,0,0,0
4325,15681,26,0,1,12,1,0,0,0
10323,4411,15,1,4,0,1,0,0,0
10734,12915,1,0,0,1,2,0,0,0
3123,3384,2,0,0,0,4,0,0,0
17249,5711,13,8,53,3,1,1,4,0
4233,3129,1,0,0,0,1,0,0,0
6854,9374,1,0,0,0,2,0,0,0
3922,10456,46,1,3,1,45,0,0,0
11937,1528,3,0,0,2,17,4,20,34
10128,8571,30,0,4,2,13,0,1,0
5845,6057,7,0,0,0,9,0,0,0
13905,1321,3,1,0,0,23,0,2,0
4806,10560,4,0,1,0,15,0,0,0
8373,16340,12,1,2,0,1,0,0,0
7770,9965,3,0,1,2,3,0,1,1
11288,1399,1,0,0,1,1,0,0,1
12985,12085,5,0,0,0,99,0,2,1
16604,11045,1,0,0,0,60,0,10,0
10430,3325,1,0,0,0,1,0,0,0
7344,1072,1,0,0,0,121,16,29,34
1298,3938,25,1,0,0,3,0,0,0
6245,13430,9,3,5,1,12,0,2,1
10029,1038,9,0,0,0,2,0,1,0
277,17200,1,0,0,0,65,2,16,1
13886,6064,3,0,1,0,37,0,2,0
12089,4217,11,26,12,3,6,4,4,0
2589,5407,1,0,0,0,1,0,0,0
9949,8377,3,0,0,0,1,1,0,0
16299,10521,7,0,0,0,1,2,3,0
8493,1282,1,4,0,0,57,24,3,0
3384,16042,4,0,0,0,1,0,0,0
9865,10340,12,0,2,0,1,1,0,0
6655,5808,1,0,0,0,6,0,0,0
12904,12409,4,0,0,0,37,0,14,0
13585,7953,1,0,0,0,1,0,0,0
1971,7753,83,12,19,38,13,4,1,4
13780,3383,11,4,7,5,5,0,1,2
7916,15217,5,0,1,0,54,11,1,1
5345,8056,1,0,0,0,3,0,0,0
2722,8865,1,0,0,0,1,0,0,0
14689,5483,1,0,0,0,89,1,6,3
16974,15370,6,0,0,0,10,0,0,0
16488,556,18,3,10,47,1,0,0,2
5148,9916,2,0,0,0,1,0,0,0
17216,7342,1,0,0,0,1,0,0,0
1165,15234,15,0,3,0,2,1,0,2
5577,3369,4,1,1,0,7,0,0,0
527,10835,54,1,1,4,32,1,1,17
9865,10319,12,0,2,0,2,0,1,2
11505,4214,42,0,1,0,1,0,0,0
7207,11510,11,0,3,4,51,2,6,33
5868,7767,1,0,0,0,1,0,0,0
3569,7286,6,0,0,0,7,0,0,0
527,10831,54,1,1,4,4,0,1,0
7856,5929,5,0,0,0,147,0,20,13
89,6384,5,0,0,0,1,0,0,0
16526,13336,1,1,0,5,1,0,0,1
2679,11255,21,0,0,0,57,1,2,0
10793,10074,56,10,21,3,1,0,0,0
167,6959,2,0,0,2,2,0,0,2
9431,6785,1,0,0,0,2,0,0,0
10793,10070,56,10,21,3,62,18,28,5
11840,16775,1,0,0,1,1,0,0,3
9720,5860,3,0,5,3,43,2,3,9
6128,9124,3,0,0,1,1,0,0,0
16321,1226,1,0,0,0,139,0,0,0
14368,10222,85,1,1,2,15,0,0,0
11602,6884,4,1,2,4,1,2,0,2
8858,8373,1,0,0,0,12,1,2,0
9156,15011,2,0,0,0,13,0,0,0
11213,15355,1,0,0,0,11,0,1,0
10021,694,25,0,6,1,8,0,5,2
2462,6398,1,0,0,0,4,0,0,0
828,81,3,0,0,1,3,1,1,1
1749,4814,2,0,0,0,4,1,0,2
3848,510,1,0,0,0,1,0,0,0
741,3243,1,0,0,0,5,0,4,0
12584,9752,8,0,0,0,2,0,0,0
10067,898,2,0,1,0,14,0,2,0
10204,16939,2,0,0,0,1,0,0,0
14207,261,1,2,1,1,7,56,7,3
16981,10412,3,0,9,8,1,1,7,11
10786,15362,1,0,0,1,5,3,9,1
3176,11100,1,0,0,0,1,0,0,0
7927,807,1,0,1,0,1,0,0,0
14365,3047,1,2,0,0,74,1,13,57
6881,16623,24,0,7,1,2,0,0,0
3452,9747,138,4,7,4,102,1,20,2
3612,6289,7,0,0,0,1,0,0,0
9499,5549,1,0,0,0,8,0,0,0
14567,13718,1,0,0,0,3,0,0,0
4849,7734,1,0,0,0,1,0,0,0
13134,8257,12,0,0,0,2,0,0,0
12044,6700,6,0,0,0,3,0,0,2
8944,2156,3,0,0,0,3,0,0,0
14700,4456,1,0,0,0,1,0,0,0
7081,2665,16,0,1,1,3,0,0,1
10748,16022,13,7,47,12,6,0,0,0
2789,9513,1,0,0,1,41,0,0,0
8480,1578,6,1,2,1,1,0,0,0
12312,9039,4,0,1,0,2,0,0,0
7509,6257,43,0,6,7,2,0,0,0
8338,12054,1,4,2,2,10,0,0,0
8133,10859,5,8,0,2,3,1,0,0
531,10897,17,0,8,21,1,1,0,3
12688,9756,3,4,47,1,3,0,16,0
7712,10395,2,0,1,0,1,0,1,0
9009,14158,8,2,2,0,12,0,0,0
12469,3164,2,0,0,1,1,0,0,0
16728,11531,1,0,0,0,1,0,0,0
5001,12144,1,0,0,0,1,0,0,0
9865,10358,12,0,2,0,1,0,1,0
17034,7226,1,0,0,0,1,3,1,4
5483,13026,89,1,6,3,3,0,9,0
16254,11906,39,3,1,20,20,1,0,1
4124,1282,18,20,3,3,57,24,3,0
6621,9367,7,0,0,0,2,0,1,0
17124,9053,1,0,17,9,1,0,1,1
8766,1687,5,2,1,0,2,0,2,0
3731,14762,1,0,0,0,2,0,2,0
5848,9411,1,0,0,0,1,0,0,0
12226,12988,1,0,0,0,44,0,5,0
5223,14400,4,0,0,0,3,0,0,0
7169,3564,1,0,0,0,2,0,0,0
11653,6200,1,1,1,0,1,0,0,0
7469,10660,1,0,0,0,1,0,0,0
8768,6528,1,0,0,0,1,0,0,0
4060,15377,46,2,12,6,8,0,0,2
5550,7615,11,1,11,3,88,1,0,0
595,642,1,0,0,0,2,0,0,0
5642,10935,1,0,0,0,20,0,1,0
5989,2257,9,0,1,0,4,0,0,0
10693,12909,1,0,0,0,1,0,0,0
12632,1237,53,0,1,0,101,0,5,2
257,13110,1,0,0,0,1,0,0,0
3453,7815,1,0,0,3,2,0,0,0
69,8095,1,0,0,0,1,0,0,0
7185,2655,3,0,0,0,8,1,1,0
7750,9021,63,0,24,2,5,0,3,0
12848,275,2,9,0,0,1,6,0,0
8430,8574,1,0,0,0,47,2,4,0
13332,16486,16,1,3,0,18,0,6,0
3066,8054,1,0,0,0,1,0,0,0
12710,1324,40,0,0,2,2,0,0,0
6512,5484,3,0,2,7,4,0,3,7
4882,1321,9,0,0,0,23,0,2,0
11779,9877,46,1,18,1,66,0,2,0
17025,11508,1,0,0,0,1,0,0,0
5563,7780,1,0,0,0,1,0,0,0
10482,852,1,0,0,0,1,0,0,0
10722,5793,68,0,3,0,143,0,6,4
4963,16961,1,0,0,0,1,0,0,0
6857,12057,1,0,0,0,48,0,8,36
2654,16782,6,0,2,0,2,0,0,0
1440,3035,8,0,0,0,3,0,0,0
2462,6363,1,0,0,0,1,0,1,0
9926,365,1,0,0,0,1,0,0,0
4684,2567,7,0,0,0,1,0,0,0
12057,6857,48,0,8,36,1,0,0,0
6072,12850,1,0,0,0,64,10,23,85
6708,13337,1,0,0,0,2,0,0,0
7424,8759,1,18,9,11,1,0,0,0
7979,5754,1,0,0,0,1,0,0,0
1324,12710,2,0,0,0,40,0,0,2
13493,9675,21,0,5,0,41,0,4,0
16144,9881,4,0,0,0,4,0,0,0
738,4228,1,0,0,0,14,0,0,1
6881,16613,24,0,7,1,18,0,1,2
15141,14583,1,0,0,0,3,0,0,0
14010,1774,2,0,0,1,1,0,0,1
5784,14558,4,0,0,0,1,0,0,0
5784,14556,4,0,0,0,2,0,0,0
15026,2389,7,0,0,0,3,14,0,0
3588,12596,1,0,0,0,26,2,0,1
3611,10464,1,0,0,0,2,0,0,0
343,2542,21,0,0,0,30,0,0,0
4137,12465,2,0,0,0,137,0,3,0
12710,1303,40,0,0,2,32,0,1,0
12404,7770,7,1,3,0,3,0,1,2
